Rk,Player,G,RushingAtt,RushingYds,RushingAvg,RushingTD,ReceivingRec,ReceivingYds,ReceivingAvg,ReceivingTD,ScrimmagePlays,ScrimmageYds,ScrimmageAvg,ScrimmageTD,Season
11,Bernie Adell,6.0,10.0,24.0,2.4,0.0,2.0,12.0,6.0,0.0,12,36,3.0,0,1981
12,Joe Howard,10.0,5.0,4.0,0.8,1.0,17.0,463.0,27.2,3.0,22,467,21.2,4,1981
13,Dave Swoboda,2.0,4.0,21.0,5.3,0.0,,,,,4,21,5.3,0,1981
14,Rodney Morris,1.0,3.0,20.0,6.7,0.0,,,,,3,20,6.7,0,1981
15,Steve Hilbert,2.0,2.0,12.0,6.0,0.0,,,,,2,12,6.0,0,1981
16,Greg Williamson,3.0,1.0,6.0,6.0,0.0,,,,,1,6,6.0,0,1981
17,Scott Grooms,2.0,1.0,0.0,0.0,0.0,,,,,1,0,0.0,0,1981
18,Dean Masztak,6.0,,,,,13.0,163.0,12.5,1.0,13,163,12.5,1,1981
19,Dave Condeni,3.0,,,,,4.0,49.0,12.3,1.0,4,49,12.3,1,1981
20,Mike Boushka,5.0,,,,,3.0,52.0,17.3,0.0,3,52,17.3,0,1981
21,Pete Buchanan,9.0,,,,,2.0,10.0,5.0,0.0,2,10,5.0,0,1981
22,Ron Mishler,7.0,,,,,1.0,25.0,25.0,0.0,1,25,25.0,0,1981
23,Tim Tripp,4.0,,,,,1.0,10.0,10.0,1.0,1,10,10.0,1,1981
1,Phil Carter,11.0,179.0,715.0,4.0,2.0,12.0,85.0,7.1,0.0,191,800,4.2,2,1982
2,Allen Pinkett,10.0,107.0,532.0,5.0,5.0,9.0,94.0,10.4,0.0,116,626,5.4,5,1982
3,Larry Moriarty,10.0,88.0,520.0,5.9,5.0,18.0,170.0,9.4,2.0,106,690,6.5,7,1982
4,Blair Kiel,11.0,44.0,-29.0,-0.7,1.0,,,,,44,-29,-0.7,1,1982
5,Mark Brooks,10.0,30.0,96.0,3.2,0.0,7.0,43.0,6.1,0.0,37,139,3.8,0,1982
6,Greg Bell,2.0,24.0,123.0,5.1,1.0,3.0,20.0,6.7,0.0,27,143,5.3,1,1982
7,Ken Karcher,9.0,16.0,-85.0,-5.3,0.0,,,,,16,-85,-5.3,0,1982
8,Rodney Morris,6.0,3.0,28.0,9.3,0.0,,,,,3,28,9.3,0,1982
9,Jim O'Hara,3.0,3.0,-21.0,-7.0,0.0,,,,,3,-21,-7.0,0,1982
10,Joe Howard,11.0,2.0,28.0,14.0,0.0,28.0,524.0,18.7,2.0,30,552,18.4,2,1982
11,John Sweeney,8.0,2.0,9.0,4.5,0.0,1.0,7.0,7.0,0.0,3,16,5.3,0,1982
12,Chris Smith,10.0,1.0,4.0,4.0,0.0,2.0,11.0,5.5,2.0,3,15,5.0,2,1982
13,Lester Flemons,1.0,1.0,-1.0,-1.0,0.0,,,,,1,-1,-1.0,0,1982
14,Van Pearcy,10.0,1.0,-11.0,-11.0,0.0,8.0,64.0,8.0,0.0,9,53,5.9,0,1982
15,Tony Hunter,11.0,,,,,42.0,507.0,12.1,0.0,42,507,12.1,0,1982
16,Mike Haywood,9.0,,,,,13.0,128.0,9.8,0.0,13,128,9.8,0,1982
17,Milt Jackson,7.0,,,,,3.0,47.0,15.7,0.0,3,47,15.7,0,1982
18,Mike Favorite,3.0,,,,,1.0,17.0,17.0,0.0,1,17,17.0,0,1982
19,Chris Stone,9.0,,,,,1.0,14.0,14.0,0.0,1,14,14.0,0,1982
1,Allen Pinkett,11.0,252.0,1394.0,5.5,16.0,28.0,288.0,10.3,2.0,280,1682,6.0,18,1983
2,Chris Smith,11.0,77.0,421.0,5.5,1.0,13.0,142.0,10.9,1.0,90,563,6.3,2,1983
3,Hiawatha Francisco,10.0,38.0,194.0,5.1,0.0,5.0,51.0,10.2,0.0,43,245,5.7,0,1983
4,Greg Bell,5.0,37.0,169.0,4.6,4.0,6.0,65.0,10.8,1.0,43,234,5.4,5,1983
5,Mark Brooks,11.0,35.0,180.0,5.1,2.0,2.0,14.0,7.0,0.0,37,194,5.2,2,1983
6,Steve Beuerlein,10.0,23.0,-9.0,-0.4,0.0,,,,,23,-9,-0.4,0,1983
7,Blair Kiel,11.0,19.0,-8.0,-0.4,1.0,,,,,19,-8,-0.4,1,1983
8,Dave Machtolf,3.0,14.0,78.0,5.6,0.0,1.0,12.0,12.0,0.0,15,90,6.0,0,1983
9,Lester Flemons,2.0,13.0,52.0,4.0,0.0,,,,,13,52,4.0,0,1983
10,Byron Abraham,10.0,13.0,32.0,2.5,1.0,1.0,17.0,17.0,0.0,14,49,3.5,1,1983
11,Joe Howard,11.0,4.0,61.0,15.3,0.0,27.0,464.0,17.2,2.0,31,525,16.9,2,1983
12,Scott Grooms,1.0,2.0,33.0,16.5,0.0,,,,,2,33,16.5,0,1983
13,Ray Carter,1.0,2.0,9.0,4.5,0.0,,,,,2,9,4.5,0,1983
14,Alvin Miller,11.0,1.0,19.0,19.0,0.0,2.0,43.0,21.5,0.0,3,62,20.7,0,1983
15,Milt Jackson,11.0,1.0,1.0,1.0,0.0,23.0,438.0,19.0,3.0,24,439,18.3,3,1983
16,Mark Bavaro,11.0,,,,,23.0,376.0,16.3,3.0,23,376,16.3,3,1983
17,Mike Favorite,10.0,,,,,8.0,123.0,15.4,0.0,8,123,15.4,0,1983
18,Alonzo Jefferson,11.0,,,,,3.0,47.0,15.7,0.0,3,47,15.7,0,1983
19,Joel Williams,5.0,,,,,1.0,6.0,6.0,0.0,1,6,6.0,0,1983
1,Allen Pinkett,11.0,275.0,1105.0,4.0,17.0,19.0,257.0,13.5,1.0,294,1362,4.6,18,1984
2,Chris Smith,11.0,61.0,260.0,4.3,0.0,9.0,67.0,7.4,0.0,70,327,4.7,0,1984
3,Steve Beuerlein,10.0,58.0,-75.0,-1.3,0.0,1.0,6.0,6.0,1.0,59,-69,-1.2,1,1984
4,Alonzo Jefferson,8.0,35.0,112.0,3.2,3.0,3.0,40.0,13.3,0.0,38,152,4.0,3,1984
5,Mark Brooks,11.0,34.0,131.0,3.9,3.0,1.0,13.0,13.0,0.0,35,144,4.1,3,1984
6,Lester Flemons,5.0,16.0,37.0,2.3,0.0,,,,,16,37,2.3,0,1984
7,Scott Grooms,3.0,14.0,-19.0,-1.4,0.0,,,,,14,-19,-1.4,0,1984
8,Ian DeHueck,2.0,4.0,12.0,3.0,0.0,,,,,4,12,3.0,0,1984
9,Frank Stams,10.0,3.0,8.0,2.7,0.0,,,,,3,8,2.7,0,1984
10,Tom Monahan,10.0,2.0,17.0,8.5,0.0,,,,,2,17,8.5,0,1984
11,Dave Machtolf,1.0,2.0,3.0,1.5,0.0,,,,,2,3,1.5,0,1984
12,Ray Carter,2.0,2.0,1.0,0.5,0.0,,,,,2,1,0.5,0,1984
13,Tim Brown,11.0,1.0,14.0,14.0,0.0,28.0,340.0,12.1,1.0,29,354,12.2,1,1984
14,Alvin Miller,2.0,1.0,13.0,13.0,0.0,1.0,15.0,15.0,0.0,2,28,14.0,0,1984
15,Jeff O'Neill,1.0,1.0,1.0,1.0,0.0,,,,,1,1,1.0,0,1984
16,Milt Jackson,10.0,1.0,-4.0,-4.0,0.0,28.0,363.0,13.0,4.0,29,359,12.4,4,1984
17,Mark Bavaro,11.0,,,,,32.0,395.0,12.3,1.0,32,395,12.3,1,1984
18,Joe Howard,10.0,,,,,13.0,212.0,16.3,0.0,13,212,16.3,0,1984
19,Ricky Gray,11.0,,,,,13.0,159.0,12.2,0.0,13,159,12.2,0,1984
20,Reggie Ward,9.0,,,,,6.0,194.0,32.3,1.0,6,194,32.3,1,1984
21,Joel Williams,7.0,,,,,2.0,17.0,8.5,0.0,2,17,8.5,0,1984
22,Pat Cusack,10.0,,,,,1.0,7.0,7.0,0.0,1,7,7.0,0,1984
1,Allen Pinkett,11.0,255.0,1100.0,4.3,11.0,17.0,135.0,7.9,0.0,272,1235,4.5,11,1985
2,Hiawatha Francisco,11.0,60.0,252.0,4.2,3.0,3.0,41.0,13.7,0.0,63,293,4.7,3,1985
3,Frank Stams,11.0,44.0,164.0,3.7,3.0,14.0,100.0,7.1,0.0,58,264,4.6,3,1985
4,Steve Beuerlein,11.0,43.0,-19.0,-0.4,1.0,,,,,43,-19,-0.4,1,1985
5,Tom Monahan,11.0,27.0,93.0,3.4,0.0,2.0,4.0,2.0,0.0,29,97,3.3,0,1985
6,Terry Andrysiak,9.0,23.0,50.0,2.2,0.0,,,,,23,50,2.2,0,1985
7,Pernell Taylor,11.0,7.0,37.0,5.3,1.0,,,,,7,37,5.3,1,1985
8,Corny Southall,6.0,6.0,24.0,4.0,1.0,,,,,6,24,4.0,1,1985
9,Mark Green,10.0,5.0,64.0,12.8,0.0,9.0,116.0,12.9,0.0,14,180,12.9,0,1985
10,Ray Carter,4.0,5.0,8.0,1.6,0.0,,,,,5,8,1.6,0,1985
11,Tim Brown,10.0,4.0,30.0,7.5,1.0,25.0,397.0,15.9,3.0,29,427,14.7,4,1985
12,Alonzo Jefferson,1.0,2.0,7.0,3.5,0.0,,,,,2,7,3.5,0,1985
13,Tom Byrne,3.0,2.0,-7.0,-3.5,0.0,,,,,2,-7,-3.5,0,1985
14,Reggie Ward,11.0,,,,,24.0,355.0,14.8,0.0,24,355,14.8,0,1985
15,Alvin Miller,10.0,,,,,13.0,219.0,16.8,0.0,13,219,16.8,0,1985
16,Tom Rehder,11.0,,,,,13.0,182.0,14.0,1.0,13,182,14.0,1,1985
17,Tony Eason,11.0,,,,,11.0,172.0,15.6,1.0,11,172,15.6,1,1985
18,Joel Williams,11.0,,,,,5.0,63.0,12.6,1.0,5,63,12.6,1,1985
19,Andy Heck,10.0,,,,,4.0,60.0,15.0,0.0,4,60,15.0,0,1985
20,Pat Cusack,6.0,,,,,2.0,33.0,16.5,0.0,2,33,16.5,0,1985
1,Mark Green,11.0,96.0,406.0,4.2,2.0,25.0,242.0,9.7,0.0,121,648,5.4,2,1986
2,Anthony Johnson,11.0,80.0,349.0,4.4,5.0,6.0,53.0,8.8,0.0,86,402,4.7,5,1986
3,Pernell Taylor,11.0,69.0,284.0,4.1,5.0,6.0,51.0,8.5,0.0,75,335,4.5,5,1986
4,Tim Brown,11.0,59.0,254.0,4.3,2.0,45.0,910.0,20.2,5.0,104,1164,11.2,7,1986
5,Steve Beuerlein,11.0,53.0,35.0,0.7,1.0,,,,,53,35,0.7,1,1986
6,Braxston Banks,11.0,49.0,209.0,4.3,0.0,10.0,55.0,5.5,2.0,59,264,4.5,2,1986
7,Terry Andrysiak,11.0,29.0,114.0,3.9,1.0,,,,,29,114,3.9,1,1986
8,Hiawatha Francisco,11.0,23.0,92.0,4.0,0.0,1.0,8.0,8.0,0.0,24,100,4.2,0,1986
9,Tom Monahan,11.0,20.0,68.0,3.4,0.0,1.0,9.0,9.0,0.0,21,77,3.7,0,1986
10,Alonzo Jefferson,11.0,19.0,51.0,2.7,1.0,1.0,-1.0,-1.0,0.0,20,50,2.5,1,1986
11,D'Juan Francisco,11.0,18.0,84.0,4.7,0.0,1.0,14.0,14.0,1.0,19,98,5.2,1,1986
12,Reggie Ward,11.0,10.0,91.0,9.1,0.0,5.0,66.0,13.2,0.0,15,157,10.5,0,1986
13,Steve Belles,11.0,10.0,24.0,2.4,0.0,,,,,10,24,2.4,0,1986
14,Aaron Robb,11.0,4.0,17.0,4.3,1.0,1.0,-3.0,-3.0,0.0,5,14,2.8,1,1986
15,Joe Jarosz,11.0,2.0,6.0,3.0,0.0,,,,,2,6,3.0,0,1986
16,Ray Dumas,11.0,2.0,5.0,2.5,0.0,5.0,85.0,17.0,0.0,7,90,12.9,0,1986
17,Mike Gatti,11.0,2.0,5.0,2.5,0.0,,,,,2,5,2.5,0,1986
18,Chris Johnson,11.0,1.0,5.0,5.0,0.0,,,,,1,5,5.0,0,1986
19,Tom Byrne,11.0,1.0,5.0,5.0,0.0,,,,,1,5,5.0,0,1986
20,Alvin Miller,11.0,1.0,4.0,4.0,0.0,6.0,107.0,17.8,0.0,7,111,15.9,0,1986
21,Skip Holtz,11.0,1.0,1.0,1.0,0.0,,,,,1,1,1.0,0,1986
22,John Monahan,11.0,1.0,-1.0,-1.0,0.0,,,,,1,-1,-1.0,0,1986
23,Milt Jackson,11.0,,,,,31.0,592.0,19.1,2.0,31,592,19.1,2,1986
24,Joel Williams,11.0,,,,,13.0,138.0,10.6,3.0,13,138,10.6,3,1986
25,Andy Heck,11.0,,,,,7.0,36.0,5.1,1.0,7,36,5.1,1,1986
26,Tony Eason,11.0,,,,,4.0,82.0,20.5,0.0,4,82,20.5,0,1986
1,Mark Green,11.0,146.0,861.0,5.9,6.0,13.0,98.0,7.5,0.0,159,959,6.0,6,1987
2,Tony Rice,11.0,89.0,337.0,3.8,7.0,,,,,89,337,3.8,7,1987
3,Anthony Johnson,11.0,78.0,366.0,4.7,11.0,4.0,110.0,27.5,0.0,82,476,5.8,11,1987
4,Ricky Watters,11.0,69.0,373.0,5.4,3.0,6.0,70.0,11.7,0.0,75,443,5.9,3,1987
5,Tony Brooks,11.0,54.0,262.0,4.9,1.0,3.0,38.0,12.7,0.0,57,300,5.3,1,1987
6,Braxston Banks,11.0,54.0,212.0,3.9,4.0,3.0,15.0,5.0,0.0,57,227,4.0,4,1987
7,Tim Brown,11.0,34.0,144.0,4.2,1.0,39.0,846.0,21.7,3.0,73,990,13.6,4,1987
8,Terry Andrysiak,11.0,27.0,40.0,1.5,0.0,,,,,27,40,1.5,0,1987
9,Pernell Taylor,11.0,16.0,46.0,2.9,0.0,,,,,16,46,2.9,0,1987
10,Steve Belles,11.0,11.0,49.0,4.5,0.0,,,,,11,49,4.5,0,1987
11,Alonzo Jefferson,11.0,11.0,39.0,3.5,0.0,,,,,11,39,3.5,0,1987
12,Kent Graham,11.0,9.0,-11.0,-1.2,0.0,,,,,9,-11,-1.2,0,1987
13,Joe Jarosz,11.0,8.0,37.0,4.6,0.0,,,,,8,37,4.6,0,1987
14,Linc Coleman,11.0,6.0,20.0,3.3,0.0,,,,,6,20,3.3,0,1987
15,Pete Graham,11.0,3.0,-21.0,-7.0,0.0,,,,,3,-21,-7.0,0,1987
16,Bob Satterfield,11.0,2.0,8.0,4.0,0.0,,,,,2,8,4.0,0,1987
17,Aaron Robb,11.0,1.0,11.0,11.0,0.0,2.0,21.0,10.5,0.0,3,32,10.7,0,1987
18,Andy Heck,11.0,,,,,5.0,59.0,11.8,1.0,5,59,11.8,1,1987
19,Pat Terrell,11.0,,,,,2.0,63.0,31.5,0.0,2,63,31.5,0,1987
20,Reggie Ward,11.0,,,,,2.0,50.0,25.0,0.0,2,50,25.0,0,1987
21,Frank Jacobs,11.0,,,,,2.0,23.0,11.5,0.0,2,23,11.5,0,1987
22,Ray Dumas,11.0,,,,,1.0,25.0,25.0,0.0,1,25,25.0,0,1987
1,Mark Green,11.0,135.0,646.0,4.8,7.0,14.0,155.0,11.1,0.0,149,801,5.4,7,1988
2,Tony Rice,11.0,121.0,700.0,5.8,9.0,,,,,121,700,5.8,9,1988
3,Tony Brooks,11.0,117.0,667.0,5.7,2.0,7.0,121.0,17.3,2.0,124,788,6.4,4,1988
4,Anthony Johnson,11.0,69.0,282.0,4.1,5.0,7.0,128.0,18.3,0.0,76,410,5.4,5,1988
5,Braxston Banks,11.0,31.0,129.0,4.2,1.0,5.0,56.0,11.2,1.0,36,185,5.1,2,1988
6,Rodney Culver,11.0,30.0,195.0,6.5,3.0,1.0,10.0,10.0,0.0,31,205,6.6,3,1988
7,Ricky Watters,11.0,30.0,71.0,2.4,0.0,15.0,286.0,19.1,2.0,45,357,7.9,2,1988
8,Steve Belles,11.0,17.0,70.0,4.1,0.0,,,,,17,70,4.1,0,1988
9,Rusty Setzer,11.0,11.0,24.0,2.2,0.0,,,,,11,24,2.2,0,1988
10,Kent Graham,11.0,8.0,18.0,2.3,0.0,1.0,2.0,2.0,0.0,9,20,2.2,0,1988
11,Pat Eilers,11.0,5.0,20.0,4.0,1.0,6.0,66.0,11.0,0.0,11,86,7.8,1,1988
12,Ryan Mihalko,11.0,5.0,12.0,2.4,1.0,2.0,8.0,4.0,0.0,7,20,2.9,1,1988
13,Pete Graham,11.0,5.0,9.0,1.8,0.0,,,,,5,9,1.8,0,1988
14,Joe Jarosz,11.0,3.0,4.0,1.3,1.0,1.0,10.0,10.0,0.0,4,14,3.5,1,1988
15,Aaron Robb,11.0,2.0,9.0,4.5,0.0,1.0,15.0,15.0,0.0,3,24,8.0,0,1988
16,Mike Gatti,11.0,1.0,4.0,4.0,0.0,,,,,1,4,4.0,0,1988
17,Corny Southall,11.0,1.0,3.0,3.0,0.0,,,,,1,3,3.0,0,1988
18,Rick Ebert,11.0,1.0,-4.0,-4.0,0.0,,,,,1,-4,-4.0,0,1988
19,Raghib Ismail,11.0,,,,,12.0,331.0,27.6,2.0,12,331,27.6,2,1988
20,Derek Brown,11.0,,,,,12.0,150.0,12.5,3.0,12,150,12.5,3,1988
21,Steve Alaniz,11.0,,,,,4.0,74.0,18.5,0.0,4,74,18.5,0,1988
22,Frank Jacobs,11.0,,,,,1.0,14.0,14.0,0.0,1,14,14.0,0,1988
23,Rod Smith,11.0,,,,,1.0,4.0,4.0,0.0,1,4,4.0,0,1988
1,Tony Rice,12.0,174.0,884.0,5.1,7.0,,,,,174,884,5.1,7,1989
2,Anthony Johnson,12.0,131.0,515.0,3.9,11.0,8.0,85.0,10.6,2.0,139,600,4.3,13,1989
3,Ricky Watters,12.0,118.0,791.0,6.7,10.0,13.0,196.0,15.1,0.0,131,987,7.5,10,1989
4,Raghib Ismail,12.0,64.0,478.0,7.5,2.0,27.0,535.0,19.8,0.0,91,1013,11.1,2,1989
5,Rodney Culver,12.0,59.0,242.0,4.1,5.0,,,,,59,242,4.1,5,1989
6,Dorsey Levens,12.0,25.0,132.0,5.3,1.0,3.0,27.0,9.0,0.0,28,159,5.7,1,1989
7,Rusty Setzer,12.0,17.0,59.0,3.5,1.0,,,,,17,59,3.5,1,1989
8,Steve Belles,12.0,15.0,83.0,5.5,1.0,3.0,29.0,9.7,0.0,18,112,6.2,1,1989
9,Reggie Brooks,12.0,13.0,43.0,3.3,0.0,,,,,13,43,3.3,0,1989
10,Ryan Mihalko,12.0,12.0,44.0,3.7,0.0,3.0,44.0,14.7,0.0,15,88,5.9,0,1989
11,Rick Mirer,12.0,12.0,32.0,2.7,0.0,,,,,12,32,2.7,0,1989
12,Walter Boyd,12.0,9.0,64.0,7.1,1.0,,,,,9,64,7.1,1,1989
13,Pete Graham,12.0,7.0,15.0,2.1,1.0,,,,,7,15,2.1,1,1989
14,Pat Eilers,12.0,5.0,18.0,3.6,0.0,5.0,53.0,10.6,0.0,10,71,7.1,0,1989
15,Ted McNamara,12.0,4.0,14.0,3.5,1.0,,,,,4,14,3.5,1,1989
16,Adrian Jarrell,12.0,2.0,24.0,12.0,0.0,4.0,37.0,9.3,0.0,6,61,10.2,0,1989
17,Craig Lanigan,12.0,2.0,9.0,4.5,0.0,,,,,2,9,4.5,0,1989
18,Rod West,12.0,2.0,5.0,2.5,1.0,,,,,2,5,2.5,1,1989
19,Ray Griggs,12.0,2.0,0.0,0.0,0.0,1.0,7.0,7.0,0.0,3,7,2.3,0,1989
20,Derek Brown,12.0,,,,,13.0,204.0,15.7,0.0,13,204,15.7,0,1989
21,William Pollard,12.0,,,,,4.0,117.0,29.3,0.0,4,117,29.3,0,1989
22,Tony Smith,12.0,,,,,2.0,26.0,13.0,0.0,2,26,13.0,0,1989
23,Irv Smith,12.0,,,,,1.0,6.0,6.0,0.0,1,6,6.0,0,1989
1,Rodney Culver,11.0,150.0,710.0,4.7,5.0,13.0,145.0,11.2,2.0,163,855,5.2,7,1990
2,Ricky Watters,11.0,108.0,579.0,5.4,8.0,7.0,58.0,8.3,0.0,115,637,5.5,8,1990
3,Tony Brooks,11.0,105.0,451.0,4.3,6.0,3.0,47.0,15.7,0.0,108,498,4.6,6,1990
4,Rick Mirer,11.0,98.0,198.0,2.0,6.0,,,,,98,198,2.0,6,1990
5,Raghib Ismail,11.0,67.0,537.0,8.0,3.0,32.0,699.0,21.8,2.0,99,1236,12.5,5,1990
6,Jerome Bettis,11.0,15.0,115.0,7.7,1.0,,,,,15,115,7.7,1,1990
7,Dorsey Levens,11.0,13.0,53.0,4.1,2.0,1.0,20.0,20.0,0.0,14,73,5.2,2,1990
8,Jeff Burris,11.0,6.0,30.0,5.0,1.0,,,,,6,30,5.0,1,1990
9,Willie Clark,11.0,4.0,6.0,1.5,0.0,,,,,4,6,1.5,0,1990
10,Shawn Davis,11.0,4.0,3.0,0.8,1.0,8.0,132.0,16.5,0.0,12,135,11.3,1,1990
11,Ryan Mihalko,11.0,3.0,25.0,8.3,0.0,,,,,3,25,8.3,0,1990
12,Kenny Spears,11.0,3.0,18.0,6.0,0.0,,,,,3,18,6.0,0,1990
13,B.J. Hawkins,11.0,2.0,26.0,13.0,0.0,,,,,2,26,13.0,0,1990
14,Matt Johnson,11.0,1.0,3.0,3.0,0.0,,,,,1,3,3.0,0,1990
15,Kevin McDougal,11.0,1.0,3.0,3.0,0.0,,,,,1,3,3.0,0,1990
16,Walter Boyd,11.0,1.0,2.0,2.0,0.0,,,,,1,2,2.0,0,1990
17,Martin Scruggs,11.0,1.0,-6.0,-6.0,0.0,,,,,1,-6,-6.0,0,1990
18,Tony Smith,11.0,,,,,15.0,229.0,15.3,2.0,15,229,15.3,2,1990
19,Derek Brown,11.0,,,,,15.0,220.0,14.7,1.0,15,220,14.7,1,1990
20,Lake Dawson,11.0,,,,,6.0,107.0,17.8,0.0,6,107,17.8,0,1990
21,Adrian Jarrell,11.0,,,,,6.0,92.0,15.3,1.0,6,92,15.3,1,1990
22,Ray Griggs,11.0,,,,,3.0,69.0,23.0,0.0,3,69,23.0,0,1990
23,William Pollard,11.0,,,,,1.0,10.0,10.0,0.0,1,10,10.0,0,1990
24,Irv Smith,11.0,,,,,1.0,6.0,6.0,0.0,1,6,6.0,0,1990
1,Jerome Bettis,12.0,168.0,972.0,5.8,16.0,17.0,190.0,11.2,4.0,185,1162,6.3,20,1991
2,Tony Brooks,12.0,147.0,894.0,6.1,5.0,11.0,126.0,11.5,1.0,158,1020,6.5,6,1991
3,Rodney Culver,11.0,101.0,550.0,5.4,2.0,6.0,76.0,12.7,0.0,107,626,5.9,2,1991
4,Rick Mirer,12.0,75.0,306.0,4.1,9.0,1.0,16.0,16.0,0.0,76,322,4.2,9,1991
5,Reggie Brooks,9.0,18.0,122.0,6.8,2.0,1.0,4.0,4.0,0.0,19,126,6.6,2,1991
6,Willie Clark,7.0,18.0,114.0,6.3,1.0,,,,,18,114,6.3,1,1991
7,Lee Becton,4.0,15.0,62.0,4.1,0.0,,,,,15,62,4.1,0,1991
8,Ryan Mihalko,7.0,14.0,62.0,4.4,1.0,,,,,14,62,4.4,1,1991
9,Paul Failla,7.0,10.0,29.0,2.9,0.0,,,,,10,29,2.9,0,1991
10,Ray Zellars,2.0,6.0,51.0,8.5,0.0,,,,,6,51,8.5,0,1991
11,Kevin McDougal,3.0,4.0,30.0,7.5,1.0,,,,,4,30,7.5,1,1991
12,Lake Dawson,10.0,1.0,13.0,13.0,0.0,24.0,433.0,18.0,1.0,25,446,17.8,1,1991
13,George Poorman,1.0,1.0,10.0,10.0,0.0,,,,,1,10,10.0,0,1991
14,Craig Hentrich,10.0,1.0,7.0,7.0,0.0,,,,,1,7,7.0,0,1991
15,Clint Johnson,3.0,1.0,5.0,5.0,0.0,,,,,1,5,5.0,0,1991
16,Matt Johnson,2.0,1.0,3.0,3.0,0.0,,,,,1,3,3.0,0,1991
17,Rick Lozano,1.0,1.0,3.0,3.0,0.0,,,,,1,3,3.0,0,1991
18,Travis Davis,1.0,1.0,-2.0,-2.0,0.0,,,,,1,-2,-2.0,0,1991
19,Tony Smith,10.0,,,,,42.0,789.0,18.8,4.0,42,789,18.8,4,1991
20,Derek Brown,9.0,,,,,22.0,325.0,14.8,4.0,22,325,14.8,4,1991
21,Irv Smith,4.0,,,,,6.0,86.0,14.3,3.0,6,86,14.3,3,1991
22,Ray Griggs,4.0,,,,,5.0,66.0,13.2,0.0,5,66,13.2,0,1991
23,William Pollard,2.0,,,,,2.0,50.0,25.0,1.0,2,50,25.0,1,1991
24,Oscar McBride,2.0,,,,,2.0,18.0,9.0,0.0,2,18,9.0,0,1991
25,Greg Davis,12.0,,,,,1.0,42.0,42.0,0.0,1,42,42.0,0,1991
1,Reggie Brooks,11.0,167.0,1343.0,8.0,13.0,1.0,24.0,24.0,1.0,168,1367,8.1,14,1992
2,Jerome Bettis,11.0,154.0,825.0,5.4,10.0,15.0,239.0,15.9,2.0,169,1064,6.3,12,1992
3,Lee Becton,11.0,68.0,373.0,5.5,3.0,1.0,9.0,9.0,1.0,69,382,5.5,4,1992
4,Rick Mirer,11.0,68.0,158.0,2.3,2.0,,,,,68,158,2.3,2,1992
5,Ray Zellars,11.0,26.0,124.0,4.8,1.0,2.0,14.0,7.0,0.0,28,138,4.9,1,1992
6,Dean Lytle,11.0,22.0,124.0,5.6,1.0,1.0,12.0,12.0,0.0,23,136,5.9,1,1992
7,Kevin McDougal,11.0,11.0,41.0,3.7,1.0,,,,,11,41,3.7,1,1992
8,Charles Stafford,11.0,11.0,29.0,2.6,0.0,,,,,11,29,2.6,0,1992
9,Jeff Burris,11.0,7.0,14.0,2.0,3.0,1.0,3.0,3.0,1.0,8,17,2.1,4,1992
10,Willie Clark,11.0,4.0,29.0,7.3,0.0,,,,,4,29,7.3,0,1992
11,Rick Lozano,11.0,4.0,8.0,2.0,0.0,,,,,4,8,2.0,0,1992
12,Paul Failla,11.0,4.0,2.0,0.5,1.0,,,,,4,2,0.5,1,1992
13,Matt Johnson,11.0,3.0,-2.0,-0.7,0.0,,,,,3,-2,-0.7,0,1992
14,Michael Miller,11.0,3.0,-11.0,-3.7,0.0,12.0,184.0,15.3,1.0,15,173,11.5,1,1992
15,Craig Hentrich,11.0,1.0,16.0,16.0,0.0,,,,,1,16,16.0,0,1992
16,Clint Johnson,11.0,1.0,14.0,14.0,0.0,5.0,65.0,13.0,0.0,6,79,13.2,0,1992
17,Tim Klusas,11.0,1.0,3.0,3.0,0.0,,,,,1,3,3.0,0,1992
18,Lake Dawson,11.0,,,,,25.0,462.0,18.5,1.0,25,462,18.5,1,1992
19,Irv Smith,11.0,,,,,20.0,262.0,13.1,2.0,20,262,13.1,2,1992
20,Ray Griggs,11.0,,,,,17.0,312.0,18.4,2.0,17,312,18.4,2,1992
21,Derrick Mayes,11.0,,,,,10.0,272.0,27.2,3.0,10,272,27.2,3,1992
22,Adrian Jarrell,11.0,,,,,10.0,138.0,13.8,0.0,10,138,13.8,0,1992
23,Oscar McBride,11.0,,,,,5.0,29.0,5.8,4.0,5,29,5.8,4,1992
24,William Pollard,11.0,,,,,4.0,43.0,10.8,0.0,4,43,10.8,0,1992
25,Pete Chryplewicz,11.0,,,,,1.0,16.0,16.0,0.0,1,16,16.0,0,1992
1,Lee Becton,11.0,164.0,1044.0,6.4,6.0,12.0,153.0,12.8,1.0,176,1197,6.8,7,1993
2,Ray Zellars,11.0,99.0,494.0,5.0,5.0,14.0,109.0,7.8,3.0,113,603,5.3,8,1993
3,Randy Kinder,11.0,89.0,537.0,6.0,2.0,,,,,89,537,6.0,2,1993
4,Kevin McDougal,11.0,55.0,85.0,1.5,4.0,,,,,55,85,1.5,4,1993
5,Marc Edwards,11.0,40.0,186.0,4.7,8.0,,,,,40,186,4.7,8,1993
6,Robert Farmer,11.0,31.0,168.0,5.4,3.0,1.0,8.0,8.0,0.0,32,176,5.5,3,1993
